lap,tyre_age,compound_encoded,track_temperature,laps_total,track,lap_time
37,7,0,34,52,Silverstone,89.881
38,6,1,38,52,Silverstone,89.508
39,18,1,39,52,Silverstone,89.907
40,11,0,39,52,Silverstone,89.892
41,8,0,44,52,Silverstone,89.265
42,12,1,38,52,Silverstone,89.296
43,5,2,37,52,Silverstone,89.723
44,16,2,38,52,Silverstone,89.78
45,16,2,37,52,Silverstone,89.739
46,5,1,31,52,Silverstone,90.164
47,7,0,35,52,Silverstone,90.271
48,5,1,43,52,Silverstone,91.797
49,17,1,31,52,Silverstone,91.051
50,3,2,30,52,Silverstone,126.242
51,13,1,43,52,Silverstone,116.238
52,9,1,30,52,Silverstone,90.086
1,15,1,31,52,Silverstone,96.913
2,14,0,36,52,Silverstone,126.326
3,7,1,35,52,Silverstone,150.222
4,5,2,37,52,Silverstone,152.997
5,4,2,41,52,Silverstone,138.752
6,10,0,41,52,Silverstone,91.959
7,1,2,39,52,Silverstone,92.018
8,1,1,38,52,Silverstone,91.374
9,9,2,43,52,Silverstone,91.46
10,15,2,39,52,Silverstone,91.143
11,1,0,33,52,Silverstone,91.204
12,8,1,39,52,Silverstone,91.181
13,17,2,40,52,Silverstone,128.84
14,14,0,35,52,Silverstone,161.018
15,16,1,37,52,Silverstone,151.865
16,6,2,44,52,Silverstone,157.513
17,12,0,31,52,Silverstone,154.095
18,5,2,37,52,Silverstone,141.921
19,3,0,37,52,Silverstone,92.334
20,12,0,44,52,Silverstone,91.096
21,3,1,41,52,Silverstone,90.83
22,12,0,42,52,Silverstone,90.503
23,3,0,44,52,Silverstone,90.746
24,13,2,41,52,Silverstone,91.03
25,11,1,40,52,Silverstone,90.376
26,5,2,32,52,Silverstone,90.415
27,14,2,38,52,Silverstone,90.617
28,1,0,44,52,Silverstone,90.447
29,8,0,31,52,Silverstone,90.633
30,2,0,32,52,Silverstone,90.417
31,15,1,42,52,Silverstone,89.986
32,14,1,35,52,Silverstone,90.101
33,5,0,34,52,Silverstone,89.801
34,13,0,31,52,Silverstone,89.783
35,9,2,35,52,Silverstone,90.18
36,5,1,33,52,Silverstone,89.917
37,18,2,42,52,Silverstone,90.065
38,12,1,31,52,Silverstone,90.24
39,4,1,39,52,Silverstone,90.005
40,19,1,39,52,Silverstone,89.985
41,7,2,30,52,Silverstone,89.07
42,5,2,35,52,Silverstone,89.389
43,15,1,35,52,Silverstone,89.819
44,13,1,40,52,Silverstone,89.671
45,2,1,33,52,Silverstone,89.355
46,6,0,30,52,Silverstone,90.046
47,5,0,33,52,Silverstone,89.728
48,15,0,41,52,Silverstone,89.572
49,10,0,32,52,Silverstone,89.675
50,13,2,35,52,Silverstone,91.697
51,18,2,41,52,Silverstone,111.712
52,16,1,41,52,Silverstone,87.097
1,1,0,32,52,Silverstone,97.904
2,6,2,43,52,Silverstone,127.127
3,9,2,34,52,Silverstone,149.468
4,5,0,37,52,Silverstone,153.312
5,4,0,43,52,Silverstone,138.18
6,8,1,39,52,Silverstone,93.695
7,13,1,33,52,Silverstone,92.95
8,13,2,40,52,Silverstone,92.248
9,3,0,32,52,Silverstone,92.519
10,17,1,32,52,Silverstone,92.319
11,16,2,34,52,Silverstone,92.183
12,11,2,35,52,Silverstone,97.226
13,14,0,33,52,Silverstone,126.304
14,15,0,35,52,Silverstone,151.564
15,14,2,42,52,Silverstone,151.323
16,5,0,42,52,Silverstone,157.849
17,12,0,43,52,Silverstone,154.156
18,19,1,42,52,Silverstone,141.492
19,15,2,35,52,Silverstone,93.614
20,10,0,34,52,Silverstone,92.336
21,18,0,44,52,Silverstone,91.866
22,2,2,33,52,Silverstone,91.418
23,9,2,30,52,Silverstone,91.547
24,17,0,41,52,Silverstone,91.897
25,10,1,43,52,Silverstone,91.421
26,6,0,39,52,Silverstone,91.463
27,12,2,32,52,Silverstone,91.589
28,7,1,41,52,Silverstone,91.378
29,8,0,41,52,Silverstone,91.448
30,2,1,34,52,Silverstone,91.322
31,3,2,42,52,Silverstone,91.644
32,5,0,43,52,Silverstone,91.249
33,6,1,37,52,Silverstone,91.201
34,2,1,43,52,Silverstone,91.007
35,12,2,31,52,Silverstone,91.807
36,10,0,37,52,Silverstone,91.194
37,11,1,44,52,Silverstone,90.93
38,5,2,42,52,Silverstone,90.79
39,19,2,32,52,Silverstone,90.46
40,15,2,36,52,Silverstone,90.596
41,11,0,35,52,Silverstone,90.104
42,18,1,44,52,Silverstone,90.219
43,16,1,42,52,Silverstone,90.512
44,15,2,42,52,Silverstone,90.312
45,9,1,40,52,Silverstone,90.196
46,18,0,42,52,Silverstone,89.981
47,3,1,32,52,Silverstone,90.068
48,3,0,39,52,Silverstone,90.84
49,12,2,36,52,Silverstone,89.813
50,15,1,33,52,Silverstone,90.763
51,5,1,43,52,Silverstone,90.447
52,17,2,33,52,Silverstone,92.506
1,18,2,36,52,Silverstone,98.652
2,5,1,40,52,Silverstone,128.406
3,18,1,40,52,Silverstone,148.577
4,6,0,31,52,Silverstone,154.053
5,10,1,42,52,Silverstone,136.516
6,12,0,34,52,Silverstone,93.674
7,3,0,35,52,Silverstone,93.699
8,13,0,44,52,Silverstone,92.917
9,7,2,30,52,Silverstone,93.016
10,17,2,39,52,Silverstone,92.878
11,19,1,35,52,Silverstone,92.626
12,10,1,33,52,Silverstone,100.877
13,8,1,44,52,Silverstone,124.935
14,15,1,35,52,Silverstone,148.662
15,8,0,34,52,Silverstone,152.401
16,14,1,43,52,Silverstone,158.851
17,14,0,33,52,Silverstone,153.173
18,15,1,36,52,Silverstone,138.326
19,9,2,38,52,Silverstone,94.463
20,8,0,38,52,Silverstone,92.682
21,8,1,37,52,Silverstone,92.49
22,5,2,40,52,Silverstone,91.859
23,1,1,31,52,Silverstone,92.458
24,4,0,44,52,Silverstone,91.967
25,6,2,41,52,Silverstone,91.898
26,4,1,33,52,Silverstone,91.934
27,1,0,32,52,Silverstone,91.616
28,6,2,35,52,Silverstone,91.838
29,2,1,30,52,Silverstone,91.563
30,13,1,34,52,Silverstone,91.495
31,18,1,39,52,Silverstone,91.392
32,19,1,34,52,Silverstone,91.174
33,12,1,38,52,Silverstone,91.177
34,16,0,43,52,Silverstone,91.149
35,3,1,36,52,Silverstone,91.317
36,10,1,37,52,Silverstone,90.994
37,13,0,42,52,Silverstone,90.784
38,8,2,42,52,Silverstone,90.531
39,12,1,34,52,Silverstone,90.577
40,19,1,42,52,Silverstone,90.38
41,4,0,44,52,Silverstone,90.185
42,14,1,38,52,Silverstone,90.236
43,14,2,36,52,Silverstone,90.619
44,2,1,31,52,Silverstone,90.4
45,11,1,38,52,Silverstone,90.012
46,17,0,43,52,Silverstone,90.363
47,16,1,44,52,Silverstone,89.948
48,4,0,40,52,Silverstone,90.098
49,11,1,31,52,Silverstone,90.045
50,6,1,43,52,Silverstone,90.287
51,5,1,42,52,Silverstone,97.06
52,4,0,44,52,Silverstone,117.423
1,8,0,30,52,Silverstone,99.264
2,17,1,35,52,Silverstone,128.887
3,15,1,32,52,Silverstone,148.982
4,12,2,40,52,Silverstone,155.09
5,10,0,36,52,Silverstone,134.328
6,14,1,42,52,Silverstone,94.179
7,8,2,39,52,Silverstone,94.135
8,18,1,38,52,Silverstone,93.025
9,6,2,35,52,Silverstone,93.183
10,15,2,36,52,Silverstone,93.062
11,2,0,40,52,Silverstone,92.789
12,13,2,37,52,Silverstone,98.651
13,9,0,42,52,Silverstone,146.815
14,11,2,31,52,Silverstone,128.688
15,3,1,35,52,Silverstone,151.761
16,3,0,32,52,Silverstone,159.267
17,8,1,44,52,Silverstone,152.813
18,17,1,39,52,Silverstone,137.817
19,11,2,37,52,Silverstone,95.36
20,7,2,33,52,Silverstone,93.359
21,16,2,36,52,Silverstone,92.56
22,6,0,32,52,Silverstone,92.125
23,8,0,34,52,Silverstone,92.44
24,10,2,31,52,Silverstone,92.182
25,6,0,31,52,Silverstone,92.618
26,7,1,30,52,Silverstone,92.433
27,10,1,36,52,Silverstone,91.952
28,9,1,31,52,Silverstone,91.851
29,14,2,31,52,Silverstone,91.681
30,13,1,40,52,Silverstone,91.454
31,14,1,33,52,Silverstone,91.31
32,15,2,39,52,Silverstone,91.56
33,4,1,30,52,Silverstone,91.035
34,10,2,41,52,Silverstone,91.139
35,13,1,33,52,Silverstone,91.473
36,2,2,41,52,Silverstone,90.749
37,12,0,36,52,Silverstone,90.603
38,17,2,39,52,Silverstone,90.353
39,18,0,30,52,Silverstone,90.179
40,4,0,33,52,Silverstone,90.161
41,17,1,33,52,Silverstone,89.95
42,18,2,31,52,Silverstone,90.062
43,14,1,41,52,Silverstone,90.53
44,6,1,37,52,Silverstone,90.119
45,18,2,35,52,Silverstone,89.973
46,1,1,44,52,Silverstone,90.077
47,12,2,34,52,Silverstone,90.015
48,7,1,41,52,Silverstone,90.005
49,18,1,30,52,Silverstone,89.482
50,3,1,36,52,Silverstone,89.858
51,9,0,39,52,Silverstone,89.783
52,2,1,31,52,Silverstone,89.766
1,16,1,43,52,Silverstone,99.921
2,13,0,42,52,Silverstone,129.723
3,18,2,35,52,Silverstone,149.223
4,19,0,36,52,Silverstone,154.623
5,17,1,41,52,Silverstone,133.298
6,12,2,36,52,Silverstone,94.741
7,8,1,44,52,Silverstone,94.278
8,18,1,44,52,Silverstone,93.053
9,10,1,30,52,Silverstone,93.414
10,16,1,37,52,Silverstone,93.164
11,4,1,30,52,Silverstone,92.759
12,3,0,34,52,Silverstone,99.733
13,7,1,35,52,Silverstone,146.132
14,4,2,44,52,Silverstone,128.388
15,3,1,38,52,Silverstone,151.245
16,1,2,33,52,Silverstone,159.804
17,8,1,39,52,Silverstone,152.555
18,10,1,34,52,Silverstone,136.924
19,2,2,36,52,Silverstone,94.515
20,19,0,39,52,Silverstone,93.129
21,3,0,42,52,Silverstone,92.513
22,16,0,31,52,Silverstone,92.152
23,8,1,40,52,Silverstone,92.597
24,10,0,39,52,Silverstone,92.042
25,2,2,32,52,Silverstone,92.065
26,18,2,44,52,Silverstone,92.075
27,1,1,41,52,Silverstone,92.107
28,10,1,41,52,Silverstone,91.646
29,3,1,43,52,Silverstone,91.481
30,6,2,39,52,Silverstone,91.648
31,1,0,34,52,Silverstone,91.436
32,2,2,43,52,Silverstone,91.343
33,1,2,39,52,Silverstone,91.262
34,15,2,43,52,Silverstone,90.975
35,12,2,44,52,Silverstone,91.281
36,15,1,41,52,Silverstone,90.854
37,13,0,42,52,Silverstone,90.6
38,5,0,37,52,Silverstone,90.427
39,19,1,35,52,Silverstone,90.347
40,4,0,30,52,Silverstone,90.516
41,16,1,43,52,Silverstone,90.058
42,12,2,42,52,Silverstone,90.177
43,19,2,43,52,Silverstone,90.209
44,7,1,35,52,Silverstone,90.244
45,2,2,42,52,Silverstone,90.096
46,10,1,42,52,Silverstone,90.291
47,10,1,34,52,Silverstone,90.166
48,17,1,41,52,Silverstone,90.058
49,16,2,31,52,Silverstone,91.173
50,7,2,38,52,Silverstone,90.578
51,7,1,43,52,Silverstone,90.379
52,11,0,30,52,Silverstone,90.142
1,15,1,33,52,Silverstone,100.476
2,5,2,34,52,Silverstone,130.286
3,7,2,36,52,Silverstone,149.271
4,16,2,39,52,Silverstone,154.849
5,5,2,32,52,Silverstone,132.315
6,14,0,41,52,Silverstone,94.963
7,4,1,30,52,Silverstone,94.261
8,14,2,30,52,Silverstone,93.108
9,3,1,32,52,Silverstone,93.399
10,18,2,41,52,Silverstone,93.14
11,16,2,30,52,Silverstone,92.8
12,12,0,32,52,Silverstone,101.086
13,10,1,32,52,Silverstone,125.779
14,10,1,37,52,Silverstone,148.537
15,9,1,30,52,Silverstone,150.98
16,19,1,38,52,Silverstone,160.385
17,10,1,37,52,Silverstone,152.934
18,6,1,32,52,Silverstone,134.818
19,10,0,33,52,Silverstone,95.085
20,19,2,39,52,Silverstone,93.55
21,19,1,31,52,Silverstone,92.586
22,12,1,32,52,Silverstone,92.206
23,9,1,39,52,Silverstone,92.298
24,2,2,39,52,Silverstone,92.32
25,1,0,31,52,Silverstone,92.566
26,13,1,31,52,Silverstone,92.733
27,12,2,35,52,Silverstone,91.764
28,4,0,43,52,Silverstone,91.816
29,17,2,39,52,Silverstone,91.692
30,2,0,39,52,Silverstone,91.441
31,7,0,40,52,Silverstone,91.418
32,7,1,31,52,Silverstone,91.391
33,10,2,33,52,Silverstone,91.205
34,18,0,41,52,Silverstone,91.142
35,6,0,30,52,Silverstone,91.462
36,1,1,35,52,Silverstone,91.224
37,4,2,32,52,Silverstone,91.872
38,14,0,34,52,Silverstone,90.642
39,10,1,41,52,Silverstone,90.742
40,4,0,43,52,Silverstone,90.808
41,9,2,35,52,Silverstone,90.728
42,1,1,41,52,Silverstone,90.722
43,19,1,35,52,Silverstone,90.765
44,10,0,37,52,Silverstone,90.475
45,6,2,33,52,Silverstone,90.639
46,4,2,40,52,Silverstone,91.405
47,7,1,35,52,Silverstone,90.834
48,5,1,33,52,Silverstone,91.329
49,7,0,40,52,Silverstone,92.153
50,9,2,30,52,Silverstone,90.772
51,4,2,44,52,Silverstone,91.68
52,9,0,31,52,Silverstone,91.742
1,7,1,38,52,Silverstone,100.838
2,6,2,35,52,Silverstone,131.306
3,6,2,44,52,Silverstone,149.09
4,2,1,36,52,Silverstone,155.131
5,4,0,32,52,Silverstone,131.098
6,14,2,44,52,Silverstone,95.286
7,16,2,33,52,Silverstone,94.678
8,2,1,32,52,Silverstone,93.41
9,6,2,37,52,Silverstone,93.456
10,9,1,40,52,Silverstone,93.179
11,4,0,33,52,Silverstone,93.077
12,19,1,30,52,Silverstone,99.896
13,18,0,34,52,Silverstone,146.626
14,4,0,44,52,Silverstone,129.398
15,5,1,44,52,Silverstone,151.233
16,4,1,36,52,Silverstone,159.65
17,7,2,33,52,Silverstone,153.745
18,1,1,36,52,Silverstone,133.141
19,9,0,42,52,Silverstone,94.664
20,2,1,37,52,Silverstone,93.728
21,12,1,30,52,Silverstone,92.783
22,12,0,31,52,Silverstone,92.445
23,9,0,37,52,Silverstone,92.043
24,19,2,38,52,Silverstone,92.379
25,15,1,42,52,Silverstone,92.467
26,19,2,35,52,Silverstone,92.588
27,16,1,43,52,Silverstone,91.845
28,5,1,40,52,Silverstone,91.796
29,7,2,44,52,Silverstone,91.793
30,8,0,41,52,Silverstone,91.88
31,10,2,41,52,Silverstone,91.493
32,18,0,38,52,Silverstone,91.159
33,15,1,34,52,Silverstone,91.403
34,14,1,30,52,Silverstone,91.284
35,9,0,35,52,Silverstone,91.479
36,14,1,43,52,Silverstone,91.359
37,2,1,32,52,Silverstone,91.01
38,13,1,32,52,Silverstone,90.831
39,16,2,40,52,Silverstone,90.705
40,16,1,34,52,Silverstone,90.627
41,13,1,38,52,Silverstone,90.875
42,14,2,38,52,Silverstone,90.633
43,3,1,34,52,Silverstone,90.781
44,10,2,36,52,Silverstone,90.532
45,18,1,40,52,Silverstone,90.404
46,1,1,36,52,Silverstone,89.848
47,16,0,39,52,Silverstone,90.145
48,2,2,30,52,Silverstone,90.463
49,4,2,38,52,Silverstone,89.874
50,6,0,31,52,Silverstone,89.491
51,12,2,33,52,Silverstone,89.66
52,5,1,40,52,Silverstone,89.515
1,13,0,44,52,Silverstone,101.375
2,9,2,40,52,Silverstone,131.969
3,1,1,39,52,Silverstone,148.6
4,4,2,40,52,Silverstone,154.962
5,12,1,36,52,Silverstone,131.085
6,17,1,44,52,Silverstone,95.095
7,10,2,43,52,Silverstone,94.927
8,17,2,32,52,Silverstone,93.528
9,13,2,33,52,Silverstone,93.461
10,15,2,33,52,Silverstone,93.378
11,19,2,30,52,Silverstone,93.086
12,14,1,34,52,Silverstone,99.509
13,11,0,33,52,Silverstone,144.723
14,2,0,35,52,Silverstone,129.879
15,8,2,40,52,Silverstone,151.302
16,10,1,43,52,Silverstone,159.411
17,17,1,33,52,Silverstone,153.542
18,1,2,34,52,Silverstone,134.104
19,10,0,30,52,Silverstone,95.95
20,19,1,40,52,Silverstone,93.666
21,14,2,32,52,Silverstone,92.635
22,15,0,43,52,Silverstone,92.489
23,1,2,30,52,Silverstone,91.939
24,9,1,40,52,Silverstone,92.479
25,16,0,39,52,Silverstone,92.431
26,16,1,30,52,Silverstone,92.263
27,18,0,38,52,Silverstone,92.336
28,5,1,39,52,Silverstone,92.029
29,12,0,35,52,Silverstone,91.785
30,13,1,34,52,Silverstone,91.83
31,6,1,41,52,Silverstone,91.96
32,10,2,41,52,Silverstone,91.42
33,5,0,34,52,Silverstone,91.401
34,8,0,39,52,Silverstone,91.085
35,13,0,36,52,Silverstone,91.77
36,19,0,34,52,Silverstone,91.328
37,8,0,37,52,Silverstone,92.152
38,12,2,36,52,Silverstone,91.856
39,14,0,41,52,Silverstone,91.186
40,14,1,39,52,Silverstone,90.752
41,11,1,32,52,Silverstone,90.609
42,19,0,34,52,Silverstone,90.776
43,4,2,42,52,Silverstone,90.973
44,5,1,36,52,Silverstone,90.537
45,16,2,38,52,Silverstone,90.761
46,13,1,43,52,Silverstone,90.666
47,16,1,36,52,Silverstone,90.601
48,17,2,41,52,Silverstone,90.757
49,7,1,34,52,Silverstone,92.228
50,12,0,38,52,Silverstone,91.547
51,9,0,30,52,Silverstone,91.225
52,13,0,42,52,Silverstone,91.782
1,8,1,30,52,Silverstone,101.865
2,16,1,39,52,Silverstone,132.616
3,13,0,42,52,Silverstone,149.661
4,14,1,32,52,Silverstone,153.98
5,13,2,43,52,Silverstone,130.165
6,11,1,43,52,Silverstone,95.376
7,4,0,44,52,Silverstone,94.882
8,14,1,40,52,Silverstone,93.491
9,14,1,30,52,Silverstone,93.415
10,18,1,37,52,Silverstone,93.628
11,18,1,43,52,Silverstone,92.954
12,15,2,43,52,Silverstone,100.646
13,9,1,30,52,Silverstone,147.726
14,7,1,36,52,Silverstone,128.272
15,6,1,32,52,Silverstone,151.573
16,15,0,32,52,Silverstone,160.103
17,9,1,34,52,Silverstone,153.039
18,1,1,31,52,Silverstone,131.471
19,10,1,36,52,Silverstone,95.992
20,19,1,36,52,Silverstone,93.998
21,2,2,41,52,Silverstone,92.775
22,1,2,38,52,Silverstone,92.586
23,3,0,37,52,Silverstone,92.296
24,12,2,36,52,Silverstone,92.062
25,14,0,33,52,Silverstone,92.206
26,14,0,36,52,Silverstone,92.16
27,10,1,40,52,Silverstone,92.397
28,12,2,33,52,Silverstone,92.172
29,9,0,38,52,Silverstone,92.051
30,13,0,33,52,Silverstone,91.296
31,14,1,43,52,Silverstone,91.946
32,3,2,40,52,Silverstone,91.253
33,1,0,33,52,Silverstone,91.451
34,3,0,33,52,Silverstone,91.13
35,8,1,39,52,Silverstone,91.736
36,1,1,39,52,Silverstone,91.107
37,1,1,33,52,Silverstone,91.084
38,6,1,44,52,Silverstone,91.104
39,17,0,37,52,Silverstone,90.805
40,18,2,32,52,Silverstone,90.419
41,12,1,42,52,Silverstone,90.319
42,5,0,32,52,Silverstone,90.36
43,3,2,44,52,Silverstone,90.435
44,5,2,40,52,Silverstone,90.498
45,14,0,44,52,Silverstone,90.605
46,11,0,33,52,Silverstone,90.535
47,8,0,40,52,Silverstone,90.189
48,15,2,42,52,Silverstone,90.575
49,18,0,38,52,Silverstone,90.324
50,18,2,36,52,Silverstone,90.175
51,2,1,36,52,Silverstone,89.964
52,14,0,44,52,Silverstone,89.603
1,7,0,31,52,Silverstone,103.077
2,15,1,41,52,Silverstone,132.634
3,8,2,32,52,Silverstone,150.069
4,9,1,33,52,Silverstone,154.515
5,17,0,43,52,Silverstone,128.78
6,1,1,40,52,Silverstone,95.837
7,13,1,37,52,Silverstone,114.67
8,4,2,44,52,Silverstone,91.828
9,12,1,31,52,Silverstone,92.407
10,12,0,44,52,Silverstone,92.208
11,8,1,42,52,Silverstone,91.622
12,14,1,35,52,Silverstone,108.43
13,5,2,40,52,Silverstone,127.837
14,8,0,33,52,Silverstone,125.744
15,4,0,30,52,Silverstone,152.218
16,1,2,36,52,Silverstone,159.745
17,6,1,43,52,Silverstone,153.881
18,12,2,30,52,Silverstone,129.712
19,6,0,35,52,Silverstone,96.213
20,2,1,36,52,Silverstone,93.979
21,9,2,30,52,Silverstone,92.77
22,7,1,30,52,Silverstone,92.673
23,17,0,31,52,Silverstone,92.189
24,11,1,35,52,Silverstone,92.107
25,8,1,41,52,Silverstone,92.245
26,9,2,33,52,Silverstone,92.149
27,1,1,31,52,Silverstone,92.35
28,17,2,30,52,Silverstone,92.175
29,3,1,31,52,Silverstone,92.16
30,8,2,36,52,Silverstone,91.204
31,17,1,42,52,Silverstone,117.525
32,12,2,37,52,Silverstone,90.132
33,18,1,41,52,Silverstone,89.637
34,7,2,34,52,Silverstone,89.426
35,14,0,36,52,Silverstone,89.993
36,5,0,35,52,Silverstone,89.565
37,12,1,40,52,Silverstone,89.487
38,1,2,30,52,Silverstone,90.254
39,18,2,30,52,Silverstone,90.426
40,15,2,42,52,Silverstone,89.261
41,13,0,38,52,Silverstone,89.281
42,17,2,39,52,Silverstone,89.485
43,7,1,38,52,Silverstone,89.368
44,11,1,38,52,Silverstone,90.032
45,9,0,36,52,Silverstone,89.685
46,6,2,39,52,Silverstone,88.874
47,3,2,37,52,Silverstone,88.79
48,10,1,39,52,Silverstone,89.075
49,9,1,31,52,Silverstone,89.256
50,17,0,34,52,Silverstone,89.122
51,6,1,43,52,Silverstone,89.162
52,15,0,37,52,Silverstone,88.689
1,12,1,34,52,Silverstone,103.369
2,18,1,41,52,Silverstone,134.228
3,3,2,31,52,Silverstone,149.7
4,15,1,34,52,Silverstone,154.31
5,17,2,43,52,Silverstone,128.087
6,5,1,42,52,Silverstone,95.001
7,6,0,38,52,Silverstone,94.52
8,13,1,43,52,Silverstone,93.506
9,15,1,40,52,Silverstone,93.445
10,4,0,33,52,Silverstone,93.621
11,10,1,30,52,Silverstone,93.955
12,14,1,34,52,Silverstone,99.88
13,16,0,30,52,Silverstone,146.229
14,10,0,35,52,Silverstone,127.745
15,19,1,33,52,Silverstone,151.331
16,18,1,34,52,Silverstone,159.985
17,3,0,35,52,Silverstone,153.418
18,5,2,42,52,Silverstone,132.137
19,14,0,44,52,Silverstone,95.792
20,16,1,37,52,Silverstone,94.027
21,2,1,32,52,Silverstone,92.582
22,9,2,41,52,Silverstone,92.693
23,5,0,37,52,Silverstone,92.158
24,18,0,42,52,Silverstone,92.206
25,17,1,35,52,Silverstone,92.323
26,10,1,32,52,Silverstone,92.258
27,13,0,32,52,Silverstone,92.276
28,19,0,34,52,Silverstone,92.249
29,18,2,35,52,Silverstone,91.913
30,13,0,33,52,Silverstone,92.614
31,19,0,35,52,Silverstone,92.275
32,12,1,41,52,Silverstone,91.808
33,16,0,36,52,Silverstone,91.548
34,2,2,44,52,Silverstone,91.633
35,2,1,32,52,Silverstone,91.905
36,10,0,44,52,Silverstone,91.718
37,3,2,32,52,Silverstone,91.72
38,19,0,37,52,Silverstone,91.401
39,11,0,35,52,Silverstone,91.566
40,9,1,43,52,Silverstone,91.701
41,3,0,39,52,Silverstone,91.109
42,4,0,31,52,Silverstone,91.547
43,15,2,39,52,Silverstone,91.462
44,17,0,33,52,Silverstone,91.177
45,9,2,43,52,Silverstone,92.133
46,2,1,32,52,Silverstone,91.417
47,18,2,30,52,Silverstone,91.147
48,5,2,35,52,Silverstone,91.014
49,7,0,35,52,Silverstone,90.977
50,2,2,43,52,Silverstone,91.082
51,5,1,33,52,Silverstone,91.072
52,16,0,35,52,Silverstone,91.518
1,13,0,36,52,Silverstone,103.748
2,18,2,44,52,Silverstone,135.827
3,9,1,42,52,Silverstone,149.324
4,7,0,36,52,Silverstone,155.038
5,18,0,35,52,Silverstone,126.77
6,17,2,43,52,Silverstone,94.683
7,8,0,34,52,Silverstone,94.402
8,7,2,33,52,Silverstone,93.521
9,2,0,32,52,Silverstone,93.384
10,10,2,31,52,Silverstone,93.461
11,9,2,39,52,Silverstone,92.443
1,15,1,36,52,Silverstone,103.754
1,8,1,33,52,Silverstone,104.267
2,2,0,37,52,Silverstone,136.618
3,3,1,38,52,Silverstone,150.42
4,10,1,32,52,Silverstone,154.305
5,10,1,36,52,Silverstone,125.987
6,18,0,33,52,Silverstone,94.525
7,4,0,35,52,Silverstone,94.24
8,6,0,33,52,Silverstone,93.672
9,2,2,32,52,Silverstone,93.467
10,10,0,34,52,Silverstone,93.607
11,15,2,38,52,Silverstone,93.605
12,11,1,31,52,Silverstone,104.987
13,15,2,42,52,Silverstone,128.326
14,12,0,43,52,Silverstone,130.741
15,16,0,32,52,Silverstone,151.069
16,7,2,43,52,Silverstone,159.117
17,9,2,40,52,Silverstone,153.187
18,11,2,36,52,Silverstone,139.878
19,15,1,43,52,Silverstone,94.042
20,12,0,35,52,Silverstone,92.647
21,14,0,38,52,Silverstone,92.736
22,4,1,31,52,Silverstone,93.137
23,19,0,44,52,Silverstone,92.632
24,7,2,41,52,Silverstone,93.129
25,3,1,32,52,Silverstone,92.537
26,4,2,41,52,Silverstone,92.307
27,7,1,39,52,Silverstone,91.885
28,16,2,34,52,Silverstone,91.76
29,15,1,40,52,Silverstone,91.708
30,15,2,36,52,Silverstone,91.447
31,10,1,44,52,Silverstone,91.398
32,18,2,30,52,Silverstone,91.447
33,12,0,33,52,Silverstone,91.124
34,8,2,33,52,Silverstone,91.067
35,3,1,35,52,Silverstone,91.662
36,14,1,35,52,Silverstone,93.318
37,15,0,39,52,Silverstone,118.576
38,19,0,37,52,Silverstone,90.862
39,17,0,32,52,Silverstone,90.365
40,17,1,38,52,Silverstone,90.148
41,9,1,32,52,Silverstone,89.919
42,9,2,40,52,Silverstone,90.644
43,11,0,32,52,Silverstone,90.84
44,4,1,37,52,Silverstone,90.57
45,13,2,43,52,Silverstone,90.321
46,4,2,39,52,Silverstone,89.965
47,10,2,37,52,Silverstone,90.261
48,13,1,35,52,Silverstone,90.062
49,17,2,31,52,Silverstone,89.782
50,11,0,40,52,Silverstone,90.013
51,15,1,44,52,Silverstone,90.318
52,8,2,33,52,Silverstone,91.686
1,19,0,41,52,Silverstone,104.681
2,12,2,34,52,Silverstone,137.416
3,5,1,36,52,Silverstone,150.462
4,5,2,40,52,Silverstone,154.132
5,13,2,41,52,Silverstone,125.243
6,14,2,33,52,Silverstone,94.648
7,18,0,36,52,Silverstone,94.393
8,16,2,31,52,Silverstone,93.674
9,14,0,33,52,Silverstone,93.527
10,9,1,31,52,Silverstone,93.528
11,11,0,39,52,Silverstone,93.314
12,9,1,30,52,Silverstone,104.246
13,17,1,37,52,Silverstone,151.039
14,3,0,37,52,Silverstone,122.097
15,12,0,33,52,Silverstone,151.24
16,3,1,36,52,Silverstone,159.999
17,2,0,34,52,Silverstone,154.087
18,3,1,41,52,Silverstone,128.167
19,14,0,40,52,Silverstone,95.995
20,14,1,31,52,Silverstone,94.126
21,10,1,43,52,Silverstone,93.056
22,12,0,40,52,Silverstone,92.719
23,6,1,33,52,Silverstone,93.912
24,15,1,42,52,Silverstone,92.919
25,15,1,39,52,Silverstone,92.637
26,1,0,37,52,Silverstone,92.501
27,3,1,43,52,Silverstone,93.448
28,1,2,30,52,Silverstone,92.877
29,9,2,36,52,Silverstone,92.104
30,14,1,36,52,Silverstone,92.254
31,19,0,35,52,Silverstone,92.259
32,8,2,34,52,Silverstone,93.041
33,7,1,44,52,Silverstone,92.315
34,19,1,41,52,Silverstone,92.497
35,1,0,40,52,Silverstone,92.691
36,11,1,42,52,Silverstone,91.974
37,16,1,30,52,Silverstone,91.675
38,10,0,36,52,Silverstone,91.798
39,4,1,40,52,Silverstone,92.524
40,8,1,37,52,Silverstone,91.788
41,4,2,43,52,Silverstone,91.718
42,8,0,42,52,Silverstone,92.292
43,16,1,39,52,Silverstone,91.7
44,6,0,30,52,Silverstone,92.058
45,5,2,39,52,Silverstone,91.859
46,3,1,36,52,Silverstone,91.494
